Year,Afghanistan,Africa,Albania,Algeria,Americas (other),Andorra,Angola,Anguilla,Antarctic Fisheries,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia and Pacific (other),Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Czechoslovakia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,EU-28,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Europe (other),Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,International transport,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgysztan,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (country),Middle East,Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Korea,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Reunion,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Statistical differences,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna Islands,World,Yemen,Zambia,Zimbabwe
1853,0,0,0,0,106256,0,0,0,0,0,0,0,0,0,0,3224320,0,0,0,0,0,0,11787088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359072,0,0,0,186779728,0,0,0,0,0,0,0,164880,0,0,0,0,25340224,0,0,0,0,0,20760224,0,0,0,0,0,0,0,0,0,0,0,0,0,344416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4169632,0,0,0,0,0,0,0,164880,0,0,0,0,0,0,0,0,0,4316192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652192,0,0,0,0,0,227168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115599200,30162048,0,0,0,0,0,0,217099328,0,0,0
1854,0,0,0,0,124576,0,0,0,0,0,0,0,0,0,0,3176688,0,0,0,0,0,0,13058496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458000,0,0,0,221620704,0,0,0,0,0,0,0,238160,0,0,0,0,29213072,0,0,0,0,0,24365600,0,0,0,0,0,0,0,0,0,0,0,0,0,436016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5946672,0,0,0,0,0,0,0,234496,0,0,0,0,0,0,0,0,0,4777856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549600,0,0,0,0,0,337088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139301616,33159200,0,0,0,0,0,0,255010736,0,0,0
1855,0,0,0,0,146560,0,0,0,0,0,0,0,0,0,0,3700640,0,0,0,0,0,0,13377264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454336,0,0,0,221254304,0,0,0,0,0,0,0,593568,0,0,0,0,33071264,0,0,0,0,0,28615840,0,0,0,0,0,0,0,0,0,0,0,0,0,454336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4649616,0,0,0,0,0,0,0,256480,0,0,0,0,0,0,0,0,0,5620576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553264,0,0,0,0,0,315104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130442064,38160560,0,0,0,0,0,0,260034080,0,0,0
1856,0,0,0,0,179536,0,0,0,0,0,0,0,0,0,0,4231920,0,0,0,0,0,0,13212384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648528,0,0,0,236771344,0,0,0,0,0,0,0,304112,0,0,0,0,34632128,0,0,0,0,0,30924160,0,0,0,0,0,0,0,0,0,0,0,0,0,476320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4722896,0,0,0,0,0,0,0,304112,0,0,0,0,0,0,0,0,0,6316736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754784,0,0,0,0,0,476320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140375168,40036528,0,0,0,0,0,0,277108320,0,0,0
1857,0,0,0,0,219840,0,0,0,0,0,0,0,0,0,0,4873120,0,0,0,0,0,0,13754656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663184,0,0,0,238313888,0,0,0,0,0,0,0,304112,0,0,0,0,35280656,0,0,0,0,0,32939360,0,0,0,0,0,0,0,0,0,0,0,0,0,545936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4217264,0,0,0,0,0,0,0,304112,0,0,0,0,0,0,0,0,0,6716112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850048,0,0,0,0,0,611888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137861664,41055120,0,0,0,0,0,0,279680448,0,0,0
1858,0,0,0,0,263808,0,0,0,0,0,0,0,0,436016,0,7243728,0,0,0,0,0,0,14450816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490976,0,0,0,240966624,0,0,0,0,0,0,0,894016,0,0,0,0,34595488,0,0,0,0,0,35610416,0,0,0,0,0,0,0,0,0,0,0,0,0,381056,0,436016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3707968,0,0,0,0,0,0,0,267472,0,0,0,0,0,0,0,0,0,7705392,0,0,0,3664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150496,0,0,0,0,0,512960,146560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135113664,41648688,0,0,0,0,0,0,283967328,0,0,0
1859,0,0,0,0,315104,0,0,0,0,0,0,0,0,703488,0,5866064,0,0,0,0,0,0,14897824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626544,0,0,0,253995808,0,0,0,0,0,0,0,1044240,0,0,0,0,34991200,0,0,0,0,0,33807728,0,0,0,0,0,0,0,0,0,0,0,0,0,769440,0,703488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3524768,0,0,0,0,0,0,0,326096,0,0,0,0,0,0,0,0,0,7111824,0,0,0,3664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630480,0,0,0,0,0,754784,205184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150011488,45320016,0,0,0,0,0,0,301001264,0,0,0
1860,0,0,0,0,381056,0,0,0,0,0,0,0,0,989280,278464,6148192,0,0,0,0,0,0,15212928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267472,0,542272,0,0,0,280317984,0,0,0,0,0,0,0,1586512,0,0,0,36640,38131248,0,0,0,0,0,36394512,0,0,0,0,0,0,0,0,0,0,0,0,0,905008,0,710816,0,0,0,0,0,0,29312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4796176,0,0,0,0,0,0,0,333424,0,0,0,0,0,0,0,0,0,7485552,0,0,0,3664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930928,0,0,0,0,0,751120,304112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167950432,47437808,0,0,0,0,0,0,330708976,0,0,0
1861,0,0,0,0,458000,0,0,0,0,0,0,0,0,1058896,509296,6379024,0,0,0,0,0,0,16458688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879360,0,784096,0,0,0,297996784,0,0,0,0,0,0,0,2590448,0,0,0,73280,41241984,0,0,0,0,0,41329920,0,0,0,0,0,0,0,0,0,0,0,0,0,959968,0,549600,0,0,0,0,0,0,670512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4404128,0,0,0,0,0,0,0,428688,0,0,0,0,0,0,0,0,0,7668752,0,0,0,7328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004208,0,0,0,0,0,967296,425024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175047600,45679088,0,0,0,0,0,0,347786880,0,0,0
1862,0,0,0,0,560592,0,0,0,0,0,0,0,0,963632,355408,6353376,0,0,0,0,0,0,16345104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1494912,0,677840,0,0,0,302030848,0,0,0,0,0,0,0,3114400,0,0,0,73280,43524656,0,0,0,0,0,45539856,0,0,0,0,0,0,0,0,0,0,0,0,0,1157824,0,608224,0,0,0,0,0,0,1227440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5671872,0,0,0,0,0,0,0,370064,0,0,0,0,0,0,0,0,0,8804592,0,0,0,10992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2187408,0,0,0,0,0,985616,468992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169470992,47448800,0,0,0,0,0,0,354114608,0,0,0
1863,0,0,0,0,703488,0,0,0,0,0,0,0,0,1073552,399376,5877056,0,0,0,0,0,0,17228128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110464,0,754784,0,0,0,317580864,0,0,0,0,0,0,0,3759264,0,0,0,76944,44187840,0,0,0,0,0,49383392,0,0,0,0,0,0,0,0,0,0,0,0,0,1209120,0,674176,0,0,0,0,0,0,1069888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4085360,0,0,0,0,0,0,0,362736,0,0,0,0,0,0,0,0,0,10054016,0,0,0,10992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2432896,0,0,0,0,0,985616,468992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180224832,54809776,0,0,0,0,0,0,377923280,0,0,0
1864,0,0,0,0,842720,0,0,0,0,0,0,0,0,905008,267472,5074640,0,0,0,0,0,0,18081840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2726016,0,648528,0,0,0,342056384,0,0,0,0,0,0,0,4686256,0,0,0,47632,46829584,0,0,0,0,0,56641776,0,0,0,0,0,0,0,0,0,0,0,0,0,1209120,0,637536,0,0,0,0,0,0,1604832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3403856,0,0,0,0,0,0,0,479984,0,0,0,0,0,0,0,0,0,11219168,0,0,0,14656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2333968,0,0,0,0,0,1036912,571584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193909872,58656976,0,0,0,0,0,0,407151008,0,0,0
1865,0,0,0,0,1018592,0,0,0,0,0,0,0,0,1047904,421360,5353104,0,0,0,0,0,0,19060128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3341568,0,1014928,0,0,0,365945664,0,0,0,0,0,0,0,5389744,0,0,0,62288,49302784,0,0,0,0,0,63467808,0,0,0,0,0,0,0,0,0,0,0,0,0,1256752,0,626544,0,0,0,0,0,0,1271408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150224,0,0,0,0,0,0,0,0,0,0,3847200,0,0,0,0,0,0,0,472656,0,0,0,0,0,0,0,0,0,12420960,0,0,0,14656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304656,0,0,0,0,0,1080880,696160,0,0,0,0,0,0,0,0,0,0,150224,0,0,0,0,0,0,205488112,58821856,0,0,0,0,0,0,432366656,0,0,0
1866,0,0,0,0,1242096,0,0,0,0,0,0,0,0,1403312,696160,3594384,0,0,0,0,0,0,20529392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957120,0,937984,0,0,0,376028992,0,0,0,0,0,0,0,7917904,0,0,0,69616,53560352,0,0,0,0,0,62907216,0,0,0,0,0,0,0,0,0,0,0,0,0,1428960,0,707152,0,0,0,0,0,0,1476592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208848,0,0,0,0,0,0,0,0,0,0,4217264,0,0,0,0,0,0,0,520288,0,0,0,0,0,0,0,0,0,12153488,0,0,0,18320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290000,0,0,0,0,0,1113856,688832,0,0,0,0,0,0,0,0,0,0,208848,0,0,0,0,0,0,211731568,59232224,0,0,0,0,0,0,446037040,0,0,0
1867,0,0,0,0,1593840,0,0,0,0,0,0,0,0,2846928,894016,4913424,0,0,0,0,0,0,22233152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1593840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4569008,0,916000,0,0,0,393209488,0,0,0,0,0,0,0,9024432,0,0,0,62288,54278496,0,0,0,0,0,69154336,0,0,168544,0,0,0,0,0,0,0,0,0,0,1689104,0,0,0,0,0,0,0,0,1469264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227168,0,0,0,0,0,0,0,0,0,0,4041392,0,0,0,0,0,0,0,619216,0,0,0,0,0,0,0,0,0,13292992,0,0,0,21984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2557472,0,0,0,0,0,1036912,674176,0,0,0,0,0,0,0,0,0,0,227168,0,0,0,0,0,0,217374128,72865968,0,0,0,0,0,0,477814912,0,0,0
1868,0,0,0,0,941648,0,0,0,0,0,0,0,0,2597776,732800,6071248,0,0,0,0,0,0,20100704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5184560,0,1084544,0,0,0,397316832,0,0,0,0,0,0,0,9222288,0,0,0,87936,55531584,0,0,0,0,0,74368208,0,0,84272,0,0,0,0,0,0,0,0,0,0,1806352,0,0,0,0,0,0,0,0,1696432,0,10992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175872,0,0,0,0,0,0,0,0,0,0,4239248,0,0,0,0,0,0,0,633872,0,0,0,0,0,0,0,0,0,15117664,0,0,0,25648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660064,0,0,0,0,0,1223776,769440,0,0,0,0,0,0,0,0,0,0,175872,0,0,0,0,0,0,213219152,82352064,0,0,0,0,0,0,490752496,0,0,0
1869,0,0,0,0,685168,0,0,0,0,0,0,0,0,2733344,641200,6485280,0,0,0,0,0,0,21650576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5800112,0,945312,0,0,0,415156848,0,0,0,0,0,0,0,10662240,0,0,0,69616,56942224,0,0,0,0,0,77592528,0,0,194192,0,0,0,0,0,0,0,0,0,0,1963904,0,0,0,0,0,0,0,0,1872304,0,18320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267472,0,0,0,0,0,0,0,0,0,0,4371152,0,0,0,0,0,0,0,553264,0,0,0,0,0,0,0,0,0,15612304,0,0,0,25648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2638080,0,0,0,0,0,1088208,743792,0,0,0,0,0,0,0,0,0,0,267472,0,0,0,0,0,0,223705520,93695808,0,0,0,0,0,0,521130720,0,0,0
1870,0,0,0,0,1223776,0,0,0,0,0,0,0,0,2641744,600896,7364640,0,0,0,0,0,0,24746656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6415664,0,1143168,0,0,0,420099584,0,0,0,0,0,0,0,11816400,0,0,0,91600,50537552,0,0,0,0,0,76639888,0,0,201520,0,0,0,0,0,0,0,0,0,0,2121456,0,0,0,0,0,0,0,0,2678384,0,18320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157552,0,0,0,0,0,0,0,0,0,0,4942736,0,0,0,0,0,0,0,630208,0,0,0,0,0,0,0,0,0,16663872,21984,0,0,36640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3074096,0,0,0,0,0,1341024,897680,0,0,0,0,0,0,0,0,0,0,157552,0,0,0,0,0,0,228494368,98620224,0,0,0,0,0,0,532536752,0,0,0
1871,0,0,0,0,1780704,0,0,0,0,0,0,0,0,3121728,692496,10141952,0,0,0,0,0,0,23717072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7031216,0,1187136,0,0,0,446443744,0,0,0,0,0,0,0,13989152,0,0,0,113584,50262752,0,0,0,0,0,85349216,0,0,296784,0,0,0,0,0,0,0,0,0,0,2630752,0,0,0,0,0,0,0,0,2308320,0,25648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197856,0,0,0,0,0,0,0,0,0,0,4979376,0,0,0,0,0,0,0,611888,0,0,0,0,0,0,0,0,0,18972192,36640,0,0,40304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2938528,0,0,0,0,0,1432624,1110192,0,0,0,0,0,0,0,0,0,0,197856,0,0,0,0,0,0,242036512,103020688,0,0,0,0,0,0,566142960,0,0,0
1872,0,0,0,0,1846656,0,0,0,0,0,0,0,0,3422176,707152,10006384,0,0,0,0,0,0,25589376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1846656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7643104,0,1139504,0,0,0,482292320,0,0,0,0,0,0,0,14934464,0,0,0,91600,60924992,0,0,0,0,0,92109296,0,0,175872,0,0,0,0,0,0,0,0,0,0,2795632,0,0,0,0,0,0,0,0,2975168,0,32976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245488,0,0,0,0,0,0,0,0,0,0,5331120,0,0,0,0,0,0,0,655856,0,0,0,0,0,0,0,0,0,20631984,520288,0,0,40304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3260960,0,0,0,0,0,1711088,1275072,0,0,0,0,0,0,0,0,0,0,245488,0,0,0,0,0,0,254988752,126305408,0,0,0,0,0,0,626371792,0,0,0
1873,0,0,0,0,1612160,0,0,0,0,0,0,0,0,3894832,868368,10728192,0,0,0,0,0,0,28106544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8258656,0,1150496,0,0,0,507962304,0,0,0,0,0,0,0,15198272,0,0,0,87936,65849408,0,0,0,0,0,98367408,0,0,194192,0,0,0,0,0,0,0,0,0,0,2916544,0,0,0,0,0,0,0,0,2769984,0,40304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238160,0,0,0,0,0,0,0,0,0,0,5140592,0,0,0,0,0,0,0,659520,0,0,0,0,0,0,0,0,0,22350400,725472,0,0,43968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136384,0,0,0,0,0,1736736,1238432,0,0,0,0,0,0,0,0,0,0,238160,0,0,0,0,0,0,264658048,139506800,0,0,0,0,0,0,665419040,0,0,0
1874,0,0,0,0,1619488,0,0,0,0,0,0,0,0,4173296,890352,9152672,0,0,0,0,0,0,25915472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1623152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8874208,0,1242096,0,0,0,468369120,0,0,0,0,0,0,0,16971648,0,0,0,124576,62643408,0,0,0,0,0,71594560,0,0,150224,0,0,0,0,0,0,0,0,0,0,2557472,0,0,0,0,0,0,0,0,2997152,0,586240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256480,0,0,0,0,0,0,0,0,0,0,4741216,0,0,0,0,0,0,0,817072,0,0,0,0,0,0,0,0,0,24497504,531280,0,0,43968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3118064,0,0,0,0,0,1872304,1168816,0,0,0,0,0,0,0,0,0,0,256480,0,0,0,0,0,0,257187152,134296592,0,0,0,0,0,0,622997248,0,0,0
1875,0,0,0,0,1875968,0,0,0,0,0,0,0,0,5294480,828064,7859280,0,0,0,0,0,0,26930400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1875968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9489760,0,1458272,0,0,0,516722928,0,0,0,0,0,0,0,18829296,0,0,0,84272,65259504,0,0,0,0,0,101518448,0,0,164880,0,0,0,0,0,0,0,0,0,0,2634416,0,0,0,0,0,0,0,0,3066768,0,1439952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351744,0,0,0,0,0,0,0,0,0,0,5419056,0,0,0,0,0,0,0,1025920,0,0,0,0,0,0,0,0,0,24057824,1168816,0,0,47632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3290272,0,0,0,0,0,2275344,1278736,0,0,0,0,0,0,0,0,0,0,351744,0,0,0,0,0,0,271487744,135747536,0,0,0,0,0,0,675799152,0,0,0
1876,0,0,0,0,1857648,0,0,0,0,0,0,0,0,5686528,930656,8090112,0,0,0,0,0,0,26318512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1857648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16403728,0,1542544,0,0,0,520724016,0,0,0,0,0,0,0,27538624,0,0,0,95264,65358432,0,0,0,0,0,103438384,0,0,0,0,0,0,0,0,0,0,0,0,0,2762656,0,0,0,0,0,0,0,0,4107344,0,1403312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274800,0,0,0,0,0,0,0,0,0,0,6210480,0,0,0,0,0,0,0,905008,0,0,0,0,0,0,0,0,0,24589104,1146832,0,0,47632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3568736,0,0,0,0,0,2429232,1494912,0,0,0,0,0,0,0,0,0,0,274800,0,0,0,0,0,0,271018752,132820000,0,0,0,0,0,0,685552720,0,0,0
